latitude,longitude,elevation_m,slope_deg,aspect_deg,flood_risk_zone,source,resolution_m
12.91585,74.89505,177.9,35.14,158.3,LOW,SRTM_30m_simulated,150
12.91585,74.8964,180.3,9.82,238.3,LOW,SRTM_30m_simulated,150
12.91585,74.89775,183.0,11.9,324.7,LOW,SRTM_30m_simulated,150
12.91585,74.8991,185.8,8.0,32.1,LOW,SRTM_30m_simulated,150
12.91585,74.90045,189.1,8.08,109.2,LOW,SRTM_30m_simulated,150
12.91585,74.9018,192.4,3.25,118.4,LOW,SRTM_30m_simulated,150
12.91585,74.90315,195.2,42.8,262.2,LOW,SRTM_30m_simulated,150
12.91585,74.9045,198.1,19.86,133.3,LOW,SRTM_30m_simulated,150
12.91585,74.90585,200.1,1.55,33.1,LOW,SRTM_30m_simulated,150
12.91585,74.9072,203.2,15.07,142.1,LOW,SRTM_30m_simulated,150
12.91585,74.90855,206.2,4.75,22.9,LOW,SRTM_30m_simulated,150
12.91585,74.9099,209.2,45.49,229.3,LOW,SRTM_30m_simulated,150
12.9172,74.81,5.4,11.99,0.1,MEDIUM,SRTM_30m_simulated,150
12.9172,74.81135,7.1,7.79,54.4,MEDIUM,SRTM_30m_simulated,150
12.9172,74.8127,8.7,8.85,196.6,MEDIUM,SRTM_30m_simulated,150
12.9172,74.81405,11.6,11.33,350.8,MEDIUM,SRTM_30m_simulated,150
12.9172,74.8154,14.1,3.26,173.5,MEDIUM,SRTM_30m_simulated,150
12.9172,74.81675,16.6,12.58,97.3,LOW,SRTM_30m_simulated,150
12.9172,74.8181,18.6,9.15,64.7,LOW,SRTM_30m_simulated,150
12.9172,74.81945,21.3,10.58,59.7,LOW,SRTM_30m_simulated,150
12.9172,74.8208,23.4,16.03,260.1,LOW,SRTM_30m_simulated,150
12.9172,74.82215,26.5,9.41,339.4,LOW,SRTM_30m_simulated,150
12.9172,74.8235,28.1,6.74,212.2,LOW,SRTM_30m_simulated,150
12.9172,74.82485,31.2,6.89,80.3,LOW,SRTM_30m_simulated,150
12.9172,74.8262,33.3,12.76,186.4,LOW,SRTM_30m_simulated,150
12.9172,74.82755,36.6,0.76,261.1,LOW,SRTM_30m_simulated,150
12.9172,74.8289,38.8,12.72,135.8,LOW,SRTM_30m_simulated,150
12.9172,74.83025,42.1,7.94,326.6,LOW,SRTM_30m_simulated,150
12.9172,74.8316,43.9,17.71,291.0,LOW,SRTM_30m_simulated,150
12.9172,74.83295,46.7,9.98,158.4,LOW,SRTM_30m_simulated,150
12.9172,74.8343,49.8,7.8,272.5,LOW,SRTM_30m_simulated,150
12.9172,74.83565,52.2,22.14,213.7,LOW,SRTM_30m_simulated,150
12.9172,74.837,55.2,14.5,183.2,LOW,SRTM_30m_simulated,150
12.9172,74.83835,56.7,5.06,125.7,LOW,SRTM_30m_simulated,150
12.9172,74.8397,59.5,0.88,104.8,LOW,SRTM_30m_simulated,150
12.9172,74.84105,61.8,5.01,292.6,LOW,SRTM_30m_simulated,150
12.9172,74.8424,65.7,9.82,213.4,LOW,SRTM_30m_simulated,150
12.9172,74.84375,67.8,15.9,38.7,LOW,SRTM_30m_simulated,150
12.9172,74.8451,70.8,13.19,3.6,LOW,SRTM_30m_simulated,150
12.9172,74.84645,72.0,4.6,207.1,LOW,SRTM_30m_simulated,150
12.9172,74.8478,75.7,20.57,163.0,LOW,SRTM_30m_simulated,150
12.9172,74.84915,78.7,14.69,336.0,LOW,SRTM_30m_simulated,150
12.9172,74.8505,82.1,9.84,274.7,LOW,SRTM_30m_simulated,150
12.9172,74.85185,84.3,7.57,150.1,LOW,SRTM_30m_simulated,150
12.9172,74.8532,86.9,13.5,78.0,LOW,SRTM_30m_simulated,150
12.9172,74.85455,89.2,21.13,313.9,LOW,SRTM_30m_simulated,150
12.9172,74.8559,92.6,8.53,328.7,LOW,SRTM_30m_simulated,150
12.9172,74.85725,94.5,27.97,245.8,LOW,SRTM_30m_simulated,150
12.9172,74.8586,97.1,15.66,273.6,LOW,SRTM_30m_simulated,150
12.9172,74.85995,99.2,10.84,129.3,LOW,SRTM_30m_simulated,150
12.9172,74.8613,103.0,28.33,226.0,LOW,SRTM_30m_simulated,150
12.9172,74.86265,106.6,9.92,226.7,LOW,SRTM_30m_simulated,150
12.9172,74.864,108.6,16.99,332.7,LOW,SRTM_30m_simulated,150
12.9172,74.86535,111.9,17.3,279.3,LOW,SRTM_30m_simulated,150
12.9172,74.8667,114.7,0.18,163.5,LOW,SRTM_30m_simulated,150
12.9172,74.86805,118.1,1.97,173.6,LOW,SRTM_30m_simulated,150
12.9172,74.8694,120.2,10.03,26.2,LOW,SRTM_30m_simulated,150
12.9172,74.87075,123.6,10.36,46.3,LOW,SRTM_30m_simulated,150
12.9172,74.8721,127.3,27.22,58.3,LOW,SRTM_30m_simulated,150
12.9172,74.87345,129.1,25.79,68.5,LOW,SRTM_30m_simulated,150
12.9172,74.8748,133.0,18.78,318.5,LOW,SRTM_30m_simulated,150
12.9172,74.87615,135.6,23.84,226.1,LOW,SRTM_30m_simulated,150
12.9172,74.8775,139.3,24.71,22.6,LOW,SRTM_30m_simulated,150
12.9172,74.87885,140.8,23.14,185.2,LOW,SRTM_30m_simulated,150
12.9172,74.8802,144.4,32.1,108.0,LOW,SRTM_30m_simulated,150
12.9172,74.88155,146.4,28.07,323.3,LOW,SRTM_30m_simulated,150
12.9172,74.8829,149.7,12.1,255.0,LOW,SRTM_30m_simulated,150
12.9172,74.88425,153.0,7.12,258.5,LOW,SRTM_30m_simulated,150
12.9172,74.8856,155.7,13.5,191.9,LOW,SRTM_30m_simulated,150
12.9172,74.88695,159.0,17.61,319.6,LOW,SRTM_30m_simulated,150
12.9172,74.8883,161.8,16.7,336.5,LOW,SRTM_30m_simulated,150
12.9172,74.88965,165.2,5.28,94.2,LOW,SRTM_30m_simulated,150
12.9172,74.891,168.1,13.18,196.9,LOW,SRTM_30m_simulated,150
12.9172,74.89235,171.0,0.62,184.8,LOW,SRTM_30m_simulated,150
12.9172,74.8937,174.5,28.5,28.7,LOW,SRTM_30m_simulated,150
12.9172,74.89505,177.5,13.65,70.1,LOW,SRTM_30m_simulated,150
12.9172,74.8964,179.7,38.93,106.5,LOW,SRTM_30m_simulated,150
12.9172,74.89775,182.7,4.57,327.3,LOW,SRTM_30m_simulated,150
12.9172,74.8991,186.5,10.94,66.1,LOW,SRTM_30m_simulated,150
12.9172,74.90045,188.8,9.32,95.8,LOW,SRTM_30m_simulated,150
12.9172,74.9018,191.2,21.25,59.6,LOW,SRTM_30m_simulated,150
12.9172,74.90315,195.1,13.49,45.5,LOW,SRTM_30m_simulated,150
12.9172,74.9045,197.7,22.74,258.6,LOW,SRTM_30m_simulated,150
12.9172,74.90585,200.6,6.59,90.5,LOW,SRTM_30m_simulated,150
12.9172,74.9072,203.4,7.8,283.4,LOW,SRTM_30m_simulated,150
12.9172,74.90855,206.9,40.73,145.7,LOW,SRTM_30m_simulated,150
12.9172,74.9099,209.7,36.47,243.3,LOW,SRTM_30m_simulated,150
12.91855,74.81,5.0,3.97,176.3,MEDIUM,SRTM_30m_simulated,150
12.91855,74.81135,7.0,13.91,327.6,MEDIUM,SRTM_30m_simulated,150
12.91855,74.8127,9.5,4.34,209.1,MEDIUM,SRTM_30m_simulated,150
12.91855,74.81405,11.9,7.9,199.0,MEDIUM,SRTM_30m_simulated,150
12.91855,74.8154,13.9,2.34,137.2,MEDIUM,SRTM_30m_simulated,150
12.91855,74.81675,16.0,6.98,285.8,LOW,SRTM_30m_simulated,150
12.91855,74.8181,19.0,13.61,149.2,LOW,SRTM_30m_simulated,150
12.91855,74.81945,21.8,0.16,314.1,LOW,SRTM_30m_simulated,150
12.91855,74.8208,23.1,0.14,115.1,LOW,SRTM_30m_simulated,150
12.91855,74.82215,25.8,14.5,339.5,LOW,SRTM_30m_simulated,150
12.91855,74.8235,28.2,16.66,42.5,LOW,SRTM_30m_simulated,150
12.91855,74.82485,30.3,8.58,12.7,LOW,SRTM_30m_simulated,150
12.91855,74.8262,33.4,16.38,265.3,LOW,SRTM_30m_simulated,150
12.91855,74.82755,36.5,2.67,274.5,LOW,SRTM_30m_simulated,150
12.91855,74.8289,39.0,13.21,130.4,LOW,SRTM_30m_simulated,150
12.91855,74.83025,41.1,14.02,195.3,LOW,SRTM_30m_simulated,150
12.91855,74.8316,43.4,11.41,280.1,LOW,SRTM_30m_simulated,150
12.91855,74.83295,46.6,4.46,84.5,LOW,SRTM_30m_simulated,150
12.91855,74.8343,49.0,17.17,269.7,LOW,SRTM_30m_simulated,150
12.91855,74.83565,52.1,13.67,91.3,LOW,SRTM_30m_simulated,150
12.91855,74.837,54.3,0.67,328.4,LOW,SRTM_30m_simulated,150
12.91855,74.83835,57.3,14.52,240.6,LOW,SRTM_30m_simulated,150
12.91855,74.8397,59.6,10.59,152.5,LOW,SRTM_30m_simulated,150
12.91855,74.84105,62.8,8.43,65.1,LOW,SRTM_30m_simulated,150
12.91855,74.8424,64.6,11.56,264.1,LOW,SRTM_30m_simulated,150
12.91855,74.84375,68.0,2.84,39.8,LOW,SRTM_30m_simulated,150
12.91855,74.8451,70.4,6.69,283.3,LOW,SRTM_30m_simulated,150
12.91855,74.84645,73.6,3.25,77.5,LOW,SRTM_30m_simulated,150
12.91855,74.8478,76.4,16.77,143.0,LOW,SRTM_30m_simulated,150
12.91855,74.84915,77.9,14.06,356.3,LOW,SRTM_30m_simulated,150
12.91855,74.8505,80.8,21.91,344.3,LOW,SRTM_30m_simulated,150
12.91855,74.85185,83.5,13.23,255.1,LOW,SRTM_30m_simulated,150
12.91855,74.8532,86.7,14.82,58.0,LOW,SRTM_30m_simulated,150
12.91855,74.85455,88.9,9.44,94.1,LOW,SRTM_30m_simulated,150
12.91855,74.8559,90.9,13.53,326.8,LOW,SRTM_30m_simulated,150
12.91855,74.85725,93.9,3.92,96.0,LOW,SRTM_30m_simulated,150
12.91855,74.8586,97.2,14.91,290.3,LOW,SRTM_30m_simulated,150
12.91855,74.85995,99.7,3.72,267.8,LOW,SRTM_30m_simulated,150
12.91855,74.8613,103.5,16.5,185.7,LOW,SRTM_30m_simulated,150
12.91855,74.86265,105.9,16.79,246.9,LOW,SRTM_30m_simulated,150
12.91855,74.864,108.7,25.73,214.7,LOW,SRTM_30m_simulated,150
12.91855,74.86535,111.4,20.61,244.0,LOW,SRTM_30m_simulated,150
12.91855,74.8667,114.0,21.58,116.8,LOW,SRTM_30m_simulated,150
12.91855,74.86805,117.2,17.49,32.4,LOW,SRTM_30m_simulated,150
12.91855,74.8694,121.5,27.43,66.5,LOW,SRTM_30m_simulated,150
12.91855,74.87075,124.0,11.38,134.1,LOW,SRTM_30m_simulated,150
12.91855,74.8721,126.1,0.74,154.7,LOW,SRTM_30m_simulated,150
12.91855,74.87345,129.7,18.45,169.0,LOW,SRTM_30m_simulated,150
12.91855,74.8748,132.5,21.67,188.7,LOW,SRTM_30m_simulated,150
12.91855,74.87615,135.3,24.96,155.0,LOW,SRTM_30m_simulated,150
12.91855,74.8775,138.1,26.09,320.3,LOW,SRTM_30m_simulated,150
12.91855,74.87885,141.7,15.44,326.3,LOW,SRTM_30m_simulated,150
12.91855,74.8802,145.1,0.45,16.0,LOW,SRTM_30m_simulated,150
12.91855,74.88155,146.8,8.64,45.0,LOW,SRTM_30m_simulated,150
12.91855,74.8829,149.2,11.33,184.9,LOW,SRTM_30m_simulated,150
12.91855,74.88425,154.0,18.84,348.0,LOW,SRTM_30m_simulated,150
12.91855,74.8856,156.3,18.77,120.5,LOW,SRTM_30m_simulated,150
12.91855,74.88695,159.0,0.55,251.7,LOW,SRTM_30m_simulated,150
12.91855,74.8883,162.1,26.48,277.0,LOW,SRTM_30m_simulated,150
12.91855,74.88965,165.5,31.11,190.5,LOW,SRTM_30m_simulated,150
12.91855,74.891,167.9,16.35,206.0,LOW,SRTM_30m_simulated,150
12.91855,74.89235,171.7,27.68,137.1,LOW,SRTM_30m_simulated,150
12.91855,74.8937,174.7,32.38,105.9,LOW,SRTM_30m_simulated,150
12.91855,74.89505,176.9,33.68,253.2,LOW,SRTM_30m_simulated,150
12.91855,74.8964,179.6,33.48,134.5,LOW,SRTM_30m_simulated,150
12.91855,74.89775,183.0,30.0,35.2,LOW,SRTM_30m_simulated,150
12.91855,74.8991,185.9,14.72,217.1,LOW,SRTM_30m_simulated,150
12.91855,74.90045,189.4,16.08,148.1,LOW,SRTM_30m_simulated,150
12.91855,74.9018,190.8,2.26,74.7,LOW,SRTM_30m_simulated,150
12.91855,74.90315,195.1,27.51,15.1,LOW,SRTM_30m_simulated,150
12.91855,74.9045,197.4,35.65,237.6,LOW,SRTM_30m_simulated,150
12.91855,74.90585,201.3,34.48,13.3,LOW,SRTM_30m_simulated,150
12.91855,74.9072,203.9,30.75,176.4,LOW,SRTM_30m_simulated,150
12.91855,74.90855,206.9,21.12,0.1,LOW,SRTM_30m_simulated,150
12.91855,74.9099,209.6,21.75,8.8,LOW,SRTM_30m_simulated,150
12.9199,74.81,5.3,15.27,138.0,MEDIUM,SRTM_30m_simulated,150
12.9199,74.81135,7.6,2.66,290.6,MEDIUM,SRTM_30m_simulated,150
12.9199,74.8127,9.3,4.75,259.4,MEDIUM,SRTM_30m_simulated,150
12.9199,74.81405,11.3,13.53,193.7,MEDIUM,SRTM_30m_simulated,150
12.9199,74.8154,13.9,11.67,160.8,MEDIUM,SRTM_30m_simulated,150
12.9199,74.81675,17.1,10.43,229.1,LOW,SRTM_30m_simulated,150
12.9199,74.8181,17.8,4.63,107.6,LOW,SRTM_30m_simulated,150
12.9199,74.81945,21.6,15.45,132.7,LOW,SRTM_30m_simulated,150
12.9199,74.8208,23.3,9.88,220.1,LOW,SRTM_30m_simulated,150
12.9199,74.82215,26.2,0.44,331.4,LOW,SRTM_30m_simulated,150
12.9199,74.8235,28.1,8.94,153.1,LOW,SRTM_30m_simulated,150
12.9199,74.82485,31.2,5.03,89.3,LOW,SRTM_30m_simulated,150
12.9199,74.8262,34.0,17.7,171.2,LOW,SRTM_30m_simulated,150
12.9199,74.82755,35.7,8.29,339.6,LOW,SRTM_30m_simulated,150
12.9199,74.8289,38.8,0.35,214.8,LOW,SRTM_30m_simulated,150
12.9199,74.83025,41.9,12.85,359.5,LOW,SRTM_30m_simulated,150
12.9199,74.8316,43.5,0.62,157.1,LOW,SRTM_30m_simulated,150
12.9199,74.83295,47.2,12.85,210.3,LOW,SRTM_30m_simulated,150
12.9199,74.8343,48.6,9.9,306.2,LOW,SRTM_30m_simulated,150
12.9199,74.83565,52.0,5.99,86.3,LOW,SRTM_30m_simulated,150
12.9199,74.837,54.2,1.14,4.4,LOW,SRTM_30m_simulated,150
12.9199,74.83835,57.1,21.99,255.4,LOW,SRTM_30m_simulated,150
12.9199,74.8397,59.9,18.74,228.8,LOW,SRTM_30m_simulated,150
12.9199,74.84105,62.9,3.02,243.8,LOW,SRTM_30m_simulated,150
12.9199,74.8424,64.2,13.15,279.7,LOW,SRTM_30m_simulated,150
12.9199,74.84375,67.5,2.23,8.5,LOW,SRTM_30m_simulated,150
12.9199,74.8451,71.1,12.61,296.7,LOW,SRTM_30m_simulated,150
12.9199,74.84645,72.7,4.39,92.3,LOW,SRTM_30m_simulated,150
12.9199,74.8478,75.1,4.37,13.9,LOW,SRTM_30m_simulated,150
12.9199,74.84915,79.1,0.09,154.4,LOW,SRTM_30m_simulated,150
12.9199,74.8505,81.3,24.64,328.3,LOW,SRTM_30m_simulated,150
12.9199,74.85185,84.0,21.97,211.7,LOW,SRTM_30m_simulated,150
12.9199,74.8532,86.7,22.0,202.1,LOW,SRTM_30m_simulated,150
12.9199,74.85455,89.1,3.26,106.8,LOW,SRTM_30m_simulated,150
12.9199,74.8559,92.1,24.76,224.9,LOW,SRTM_30m_simulated,150
12.9199,74.85725,94.7,8.67,289.6,LOW,SRTM_30m_simulated,150
12.9199,74.8586,97.7,19.08,260.2,LOW,SRTM_30m_simulated,150
12.9199,74.85995,99.7,29.42,221.5,LOW,SRTM_30m_simulated,150
12.9199,74.8613,102.7,3.36,192.0,LOW,SRTM_30m_simulated,150
12.9199,74.86265,106.7,19.57,224.7,LOW,SRTM_30m_simulated,150
12.9199,74.864,108.8,22.71,68.3,LOW,SRTM_30m_simulated,150
12.9199,74.86535,111.2,11.95,99.0,LOW,SRTM_30m_simulated,150
12.9199,74.8667,114.8,28.45,349.9,LOW,SRTM_30m_simulated,150
12.9199,74.86805,117.4,17.17,49.2,LOW,SRTM_30m_simulated,150
12.9199,74.8694,120.3,19.19,61.0,LOW,SRTM_30m_simulated,150
12.9199,74.87075,123.2,0.32,353.0,LOW,SRTM_30m_simulated,150
12.9199,74.8721,127.1,16.51,260.0,LOW,SRTM_30m_simulated,150
12.9199,74.87345,129.9,17.78,310.8,LOW,SRTM_30m_simulated,150
12.9199,74.8748,132.4,15.82,323.2,LOW,SRTM_30m_simulated,150
12.9199,74.87615,136.1,31.08,242.0,LOW,SRTM_30m_simulated,150
12.9199,74.8775,138.0,0.93,312.9,LOW,SRTM_30m_simulated,150
12.9199,74.87885,141.4,2.8,66.5,LOW,SRTM_30m_simulated,150
12.9199,74.8802,144.5,27.81,140.3,LOW,SRTM_30m_simulated,150
12.9199,74.88155,148.1,18.68,227.4,LOW,SRTM_30m_simulated,150
12.9199,74.8829,150.4,18.73,264.2,LOW,SRTM_30m_simulated,150
12.9199,74.88425,153.1,18.65,228.1,LOW,SRTM_30m_simulated,150
12.9199,74.8856,155.7,2.34,337.2,LOW,SRTM_30m_simulated,150
12.9199,74.88695,159.0,32.07,237.2,LOW,SRTM_30m_simulated,150
12.9199,74.8883,160.9,36.33,37.5,LOW,SRTM_30m_simulated,150
12.9199,74.88965,165.7,16.92,206.7,LOW,SRTM_30m_simulated,150
12.9199,74.891,167.8,15.95,27.1,LOW,SRTM_30m_simulated,150
12.9199,74.89235,170.7,3.29,250.5,LOW,SRTM_30m_simulated,150
12.9199,74.8937,174.0,31.67,15.8,LOW,SRTM_30m_simulated,150
12.9199,74.89505,177.0,3.06,326.2,LOW,SRTM_30m_simulated,150
12.9199,74.8964,179.8,20.98,348.8,LOW,SRTM_30m_simulated,150
12.9199,74.89775,182.9,2.84,172.7,LOW,SRTM_30m_simulated,150
12.9199,74.8991,185.2,21.9,159.3,LOW,SRTM_30m_simulated,150
12.9199,74.90045,187.9,19.15,74.6,LOW,SRTM_30m_simulated,150
12.9199,74.9018,191.4,36.68,292.3,LOW,SRTM_30m_simulated,150
12.9199,74.90315,194.1,31.49,47.8,LOW,SRTM_30m_simulated,150
12.9199,74.9045,197.8,42.65,326.7,LOW,SRTM_30m_simulated,150
12.9199,74.90585,201.0,29.41,164.1,LOW,SRTM_30m_simulated,150
12.9199,74.9072,203.2,10.43,1.9,LOW,SRTM_30m_simulated,150
12.9199,74.90855,207.4,23.45,112.8,LOW,SRTM_30m_simulated,150
12.9199,74.9099,210.1,24.29,185.3,LOW,SRTM_30m_simulated,150
12.92125,74.81,5.1,0.75,140.6,MEDIUM,SRTM_30m_simulated,150
12.92125,74.81135,6.8,2.19,3.7,MEDIUM,SRTM_30m_simulated,150
12.92125,74.8127,9.7,2.47,257.2,MEDIUM,SRTM_30m_simulated,150
12.92125,74.81405,11.2,14.46,298.6,MEDIUM,SRTM_30m_simulated,150
12.92125,74.8154,14.2,9.34,323.0,MEDIUM,SRTM_30m_simulated,150
12.92125,74.81675,16.7,8.52,144.5,LOW,SRTM_30m_simulated,150
12.92125,74.8181,17.9,9.86,161.8,LOW,SRTM_30m_simulated,150
12.92125,74.81945,20.7,7.97,253.2,LOW,SRTM_30m_simulated,150
12.92125,74.8208,24.0,4.66,75.3,LOW,SRTM_30m_simulated,150
12.92125,74.82215,25.9,15.25,92.7,LOW,SRTM_30m_simulated,150
12.92125,74.8235,28.4,9.93,349.4,LOW,SRTM_30m_simulated,150
12.92125,74.82485,30.8,13.04,235.1,LOW,SRTM_30m_simulated,150
12.92125,74.8262,34.1,11.39,129.4,LOW,SRTM_30m_simulated,150
12.92125,74.82755,36.3,17.28,124.8,LOW,SRTM_30m_simulated,150
12.92125,74.8289,38.3,10.76,87.5,LOW,SRTM_30m_simulated,150
12.92125,74.83025,42.0,8.58,268.2,LOW,SRTM_30m_simulated,150
12.92125,74.8316,44.1,12.22,103.5,LOW,SRTM_30m_simulated,150
12.92125,74.83295,46.8,18.01,54.3,LOW,SRTM_30m_simulated,150
12.92125,74.8343,50.4,22.1,58.7,LOW,SRTM_30m_simulated,150
12.92125,74.83565,51.3,12.6,224.6,LOW,SRTM_30m_simulated,150
12.92125,74.837,54.3,2.62,14.0,LOW,SRTM_30m_simulated,150
12.92125,74.83835,57.3,9.29,245.2,LOW,SRTM_30m_simulated,150
12.92125,74.8397,59.7,10.57,324.4,LOW,SRTM_30m_simulated,150
12.92125,74.84105,62.4,14.23,347.8,LOW,SRTM_30m_simulated,150
12.92125,74.8424,65.4,17.95,198.7,LOW,SRTM_30m_simulated,150
12.92125,74.84375,68.1,16.49,328.6,LOW,SRTM_30m_simulated,150
12.92125,74.8451,69.6,0.14,239.8,LOW,SRTM_30m_simulated,150
12.92125,74.84645,73.4,11.76,94.4,LOW,SRTM_30m_simulated,150
12.92125,74.8478,76.3,10.92,332.2,LOW,SRTM_30m_simulated,150
12.92125,74.84915,77.8,12.09,60.6,LOW,SRTM_30m_simulated,150
12.92125,74.8505,80.8,18.97,253.0,LOW,SRTM_30m_simulated,150
12.92125,74.85185,82.9,6.56,214.1,LOW,SRTM_30m_simulated,150
12.92125,74.8532,87.2,20.69,326.8,LOW,SRTM_30m_simulated,150
12.92125,74.85455,89.4,15.87,163.1,LOW,SRTM_30m_simulated,150
12.92125,74.8559,92.5,20.18,169.3,LOW,SRTM_30m_simulated,150
12.92125,74.85725,94.5,26.99,84.2,LOW,SRTM_30m_simulated,150
12.92125,74.8586,96.6,14.95,215.6,LOW,SRTM_30m_simulated,150
12.92125,74.85995,99.5,8.48,201.8,LOW,SRTM_30m_simulated,150
12.92125,74.8613,102.4,14.97,239.3,LOW,SRTM_30m_simulated,150
12.92125,74.86265,106.0,7.74,203.8,LOW,SRTM_30m_simulated,150
12.92125,74.864,109.0,29.68,244.1,LOW,SRTM_30m_simulated,150
12.92125,74.86535,111.8,13.14,206.2,LOW,SRTM_30m_simulated,150
12.92125,74.8667,115.1,0.99,178.9,LOW,SRTM_30m_simulated,150
12.92125,74.86805,117.8,29.4,176.5,LOW,SRTM_30m_simulated,150
12.92125,74.8694,119.8,13.99,4.9,LOW,SRTM_30m_simulated,150
12.92125,74.87075,123.7,28.3,4.5,LOW,SRTM_30m_simulated,150
12.92125,74.8721,126.6,20.7,223.8,LOW,SRTM_30m_simulated,150
12.92125,74.87345,129.3,29.38,326.9,LOW,SRTM_30m_simulated,150
12.92125,74.8748,132.8,1.85,69.8,LOW,SRTM_30m_simulated,150
12.92125,74.87615,136.5,30.6,276.1,LOW,SRTM_30m_simulated,150
12.92125,74.8775,137.2,5.74,250.3,LOW,SRTM_30m_simulated,150
12.92125,74.87885,142.2,10.37,75.9,LOW,SRTM_30m_simulated,150
12.92125,74.8802,145.2,36.64,275.3,LOW,SRTM_30m_simulated,150
12.92125,74.88155,147.3,26.09,199.3,LOW,SRTM_30m_simulated,150
12.92125,74.8829,150.9,21.99,29.7,LOW,SRTM_30m_simulated,150
12.92125,74.88425,153.8,25.95,237.2,LOW,SRTM_30m_simulated,150
12.92125,74.8856,156.2,11.41,254.2,LOW,SRTM_30m_simulated,150
12.92125,74.88695,159.1,7.29,57.3,LOW,SRTM_30m_simulated,150
12.92125,74.8883,161.9,36.3,309.9,LOW,SRTM_30m_simulated,150
12.92125,74.88965,164.7,32.18,171.0,LOW,SRTM_30m_simulated,150
12.92125,74.891,167.8,10.07,3.1,LOW,SRTM_30m_simulated,150
12.92125,74.89235,171.4,15.16,181.0,LOW,SRTM_30m_simulated,150
12.92125,74.8937,174.4,14.47,191.0,LOW,SRTM_30m_simulated,150
12.92125,74.89505,176.3,24.47,298.2,LOW,SRTM_30m_simulated,150
12.92125,74.8964,180.1,14.29,5.5,LOW,SRTM_30m_simulated,150
12.92125,74.89775,182.7,41.78,274.3,LOW,SRTM_30m_simulated,150
12.92125,74.8991,186.1,23.95,157.9,LOW,SRTM_30m_simulated,150
12.92125,74.90045,189.3,14.34,218.6,LOW,SRTM_30m_simulated,150
12.92125,74.9018,192.3,14.51,108.1,LOW,SRTM_30m_simulated,150
12.92125,74.90315,195.4,39.93,265.3,LOW,SRTM_30m_simulated,150
12.92125,74.9045,198.1,13.89,33.2,LOW,SRTM_30m_simulated,150
12.92125,74.90585,200.8,14.52,291.2,LOW,SRTM_30m_simulated,150
12.92125,74.9072,203.5,9.27,51.7,LOW,SRTM_30m_simulated,150
12.92125,74.90855,205.8,5.55,88.3,LOW,SRTM_30m_simulated,150
12.92125,74.9099,210.0,31.42,355.1,LOW,SRTM_30m_simulated,150
12.9226,74.81,3.8,7.26,358.0,HIGH,SRTM_30m_simulated,150
12.9226,74.81135,6.8,9.12,232.4,MEDIUM,SRTM_30m_simulated,150
12.9226,74.8127,8.8,11.19,208.7,MEDIUM,SRTM_30m_simulated,150
12.9226,74.81405,12.0,8.33,101.5,MEDIUM,SRTM_30m_simulated,150
12.9226,74.8154,12.2,6.96,318.4,MEDIUM,SRTM_30m_simulated,150
12.9226,74.81675,16.7,16.45,342.4,LOW,SRTM_30m_simulated,150
12.9226,74.8181,18.3,8.8,332.7,LOW,SRTM_30m_simulated,150
12.9226,74.81945,20.8,16.48,357.1,LOW,SRTM_30m_simulated,150
12.9226,74.8208,23.6,1.85,305.9,LOW,SRTM_30m_simulated,150
12.9226,74.82215,25.7,18.2,77.4,LOW,SRTM_30m_simulated,150
12.9226,74.8235,28.7,5.29,296.1,LOW,SRTM_30m_simulated,150
12.9226,74.82485,31.4,10.84,111.5,LOW,SRTM_30m_simulated,150
12.9226,74.8262,33.3,18.31,63.3,LOW,SRTM_30m_simulated,150
12.9226,74.82755,35.5,10.68,99.2,LOW,SRTM_30m_simulated,150
12.9226,74.8289,38.9,14.97,108.8,LOW,SRTM_30m_simulated,150
12.9226,74.83025,41.0,13.2,117.3,LOW,SRTM_30m_simulated,150
12.9226,74.8316,44.3,18.7,353.4,LOW,SRTM_30m_simulated,150
12.9226,74.83295,46.4,7.11,291.3,LOW,SRTM_30m_simulated,150
12.9226,74.8343,50.2,21.86,145.0,LOW,SRTM_30m_simulated,150
12.9226,74.83565,51.8,16.5,14.4,LOW,SRTM_30m_simulated,150
12.9226,74.837,54.2,11.93,6.7,LOW,SRTM_30m_simulated,150
12.9226,74.83835,57.6,17.53,233.1,LOW,SRTM_30m_simulated,150
12.9226,74.8397,60.3,21.86,273.6,LOW,SRTM_30m_simulated,150
12.9226,74.84105,62.3,3.04,28.3,LOW,SRTM_30m_simulated,150
12.9226,74.8424,64.4,18.28,49.1,LOW,SRTM_30m_simulated,150
12.9226,74.84375,67.7,21.94,49.3,LOW,SRTM_30m_simulated,150
12.9226,74.8451,70.5,2.81,53.1,LOW,SRTM_30m_simulated,150
12.9226,74.84645,73.6,5.3,358.8,LOW,SRTM_30m_simulated,150
12.9226,74.8478,75.2,15.26,318.1,LOW,SRTM_30m_simulated,150
12.9226,74.84915,78.9,25.09,27.9,LOW,SRTM_30m_simulated,150
12.9226,74.8505,80.9,15.43,68.9,LOW,SRTM_30m_simulated,150
12.9226,74.85185,83.2,19.6,337.1,LOW,SRTM_30m_simulated,150
12.9226,74.8532,86.0,25.59,333.3,LOW,SRTM_30m_simulated,150
12.9226,74.85455,89.1,24.75,252.1,LOW,SRTM_30m_simulated,150
12.9226,74.8559,92.2,18.4,230.7,LOW,SRTM_30m_simulated,150
